ID_Article,Code_Article,Designation1,Designation2,Unite_Mesure,ID_Famille,ID_Compte,Taux_TVA,QT_Initial,QT_Alerte,QT,PMP_Initial,PMP,PU,PU2,PU3,PU4,Colissage,Coli_Min,Coli_Max,QT_Initiale,Valeur_Initiale,QT_Achat,Valeur_Achat,QT_Vente,Valeur_Vente,Couleur,Palette,Etat_StockInitialBool,Old_ID,Article_Distribution,Photo,Prestation_Heur,Capacite,Service_Mensuelle,Nbr_JourMois,Poid_Net,Promotion,Pro_Du,Pro_Au,Pro_Taux,Article_Poid,QT_Restante,Gestion_Lot,Delai_Alerte,ID_ArticleEmbalage,Type_Embalage,Favoris,ID_Auteur,ID_Editeur,ID_Specialite,Auteur,Editeur,Specialite,An,Ref,Config_Imp,Blocked,QTFrd_Initial,QT_FRD,Fiche_Technique,TSP,Investissement,Location1,Prix_Ref,Taux_Soutien,PU5,Imp_Cuisine1,Imp_Cuisine2,Edited,Created_AT,Updated_AT,VP,GP,VF,GF,TIC,Poid_TIC
8681,"60003","produit1",,,132,1,0,0,0,0,0,0,1000,1000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8683,"8683","YESIDO WATER PROOF WB10",,,132,1,0,20,0,15,250,250,1700,1700,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8684,"8684","BOITE VHARGE HOCO C104A 20W",,,132,1,0,5,0,3,400,400,1300,1300,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8686,"8686","POWER BANK KSC583 10000",,,132,1,0,10,0,8,250,250,1700,1700,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8687,"8687","POWER BANK HOCO J101 10000",,,132,1,0,10,0,8,350,350,1500,1500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8688,"8688","POWER BANK BJ33 10000",,,132,1,0,10,0,8,350,350,1500,1500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8689,"8689","POWER BANK J103 22.5",,,132,1,0,5,0,5,400,400,1500,1500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8690,"8690","POWER BANK J123 10000",,,132,1,0,10,0,5,250,250,2500,2500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8692,"8692","POWER BANK J123A 20000",,,132,1,0,3,0,2,3400,3400,3800,3800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8693,"8693","T800 ULTRA",,,132,1,0,3,0,3,0,0,1500,1500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8694,"8694","RALONGE LDNIO SC2311",,,132,1,0,2,0,1,1500,1500,2500,2500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8695,"8695","CHARGE 25W COMPANY BOX",,,132,1,0,2,0,0,1500,1500,2500,2500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8697,"8697","CABLE HOCO X83 TYPE C IP",,,132,1,0,2,0,2,950,950,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8698,"8698","SPIGEN LENS CAMERA IP",,,132,1,0,20,0,20,30,30,800,800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8699,"8699","BOITE CHARGE KSC 757 EU",,,132,1,0,1,0,1,2500,2500,3000,3000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8700,"8700","CABLE KSC 982 LUNA",,,132,1,0,3,0,3,2000,2000,450,450,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8701,"8701","CABLE HOCO X88 TYPE C ",,,132,1,0,25,0,12,200,200,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8703,"8703","CHARGE HOCO C134A LUNA",,,132,1,0,25,0,23,80,80,1600,1600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8704,"8704","OTG IP SPLITTER  BOX",,,132,1,0,5,0,4,800,800,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8705,"8705","OTG TYPE C TO JACK TYPE C",,,132,1,0,3,0,3,950,950,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8706,"8706","CABLE HOCO X88 IP",,,132,1,0,5,0,1,450,450,650,650,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8707,"8707","KIT HUAWEI TYPE-C ",,,132,1,0,5,0,5,350,350,950,950,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8709,"8709","I11 5.1",,,132,1,0,5,0,2,1050,1062.5,1800,1800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8710,"8710","CHARGEURE CONDOR ORIGINAL 2.5A",,,132,1,0,6,0,6,800,800,1200,1200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8711,"8711","CHARGEUR ORIGINAL 1.55",,,132,1,0,550,0,548,0,0,1200,1200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,550,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8712,"8712","Glass 300
",,,132,1,0,100,0,92,0,0,300,300,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,100,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8715,"8715","CHARGEUR LDNIO A2271",,,132,1,0,6,0,6,450,450,1000,1000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8717,"8717","LDNIO OS-C01",,,132,1,0,12,0,10,300,300,600,600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8718,"8718","MI 2USB CHARGER",,,132,1,0,3,0,3,300,300,700,700,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8719,"8719","CABLE PS3 ORG",,,132,1,0,4,0,4,250,250,700,700,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8720,"8720","VEGER POWERBANK 15000",,,132,1,0,1,0,1,4000,4000,4800,4800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8721,"8721","CAR WIRELESS SENSOR S5",,,132,1,0,2,0,2,2500,2500,2800,2800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8724,"8724","BAFF LN-10",,,132,1,0,2,0,2,1100,1100,1800,1800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8725,"8725","BAFF G3",,,132,1,0,2,0,2,1000,1000,1800,1800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8726,"8726","BAFF N11",,,132,1,0,2,0,1,700,700,1400,1400,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8727,"8727","BAFF FT01",,,132,1,0,4,0,3,600,600,1200,1200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8730,"8730","KIT IPHONE SACHE",,,132,1,0,9,0,9,350,350,750,750,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8731,"8731","BT JBL TWS4",,,132,1,0,2,0,1,2000,2000,2900,2900,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8732,"8732","KIT J5 ORG",,,132,1,0,20,0,19,300,300,600,600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8733,"8733","KIT 500
",,,132,1,0,20,0,20,140,140,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8734,"8734","DANGLE M9 PLUS",,,132,1,0,4,0,2,1600,1600,2600,2600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8736,"8736","CHARGEUR S6",,,132,1,0,10,0,10,200,200,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8737,"8737","CHARGEUR A5",,,132,1,0,5,0,3,300,300,500,500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8738,"8738","AIR DOTS 4",,,132,1,0,1,0,1,2300,2300,3000,3000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8739,"8739","MI EARBUDS",,,132,1,0,3,0,3,2300,2300,3500,3500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8741,"8741","BT HOCO E39",,,132,1,0,1,0,1,2300,2300,3800,3800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8742,"8742","BT HOCO ES20",,,132,1,0,1,0,1,7500,7500,8900,8900,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8743,"8743","BT SAMSUNG GEAR IconX",,,132,1,0,1,0,1,4200,4200,5800,5800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8744,"8744","BOSE TWS6 V5.0",,,132,1,0,1,0,1,2300,2300,3500,3500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8746,"8746","LCD HUAWEI Y7 PRIME 2019",,,185,1,0,1,0,0,3500,1850,1900,2200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8747,"8747","LCD HUAWEI Y7 PRIME ORIGINAL",,,185,1,0,2,0,0,3200,1950,2400,2400,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8748,"8748","LCD HUAWEI Y9 2019",,,185,1,0,1,0,0,4400,6100,6600,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8749,"8749","LCD HUAWEI Y7 PRIME 2018 7C ORG",,,185,1,0,3,0,0,2700,1850,2500,2500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8751,"8751","LCD IRIS S2",,,185,1,0,5,0,4,900,900,1000,1000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8752,"8752","LCD IRIS S2S",,,185,1,0,5,0,1,1000,1000,1200,1200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8753,"8753","DIG STREAM B1+",,,185,1,0,5,0,3,500,475.555555555556,650,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8754,"8754","DIG STREAM B1",,,185,1,0,5,0,2,500,500,650,650,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8755,"8755","LCD STREAM B1+",,,185,1,0,4,0,4,1000,1043.75,1300,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8757,"8757","LCD CONDOR A8",,,185,1,0,9,0,0,3400,3788.9448064606,3800,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8758,"8758","LCD CONDOR P8 LITE ",,,185,1,0,9,0,0,2500,2600,3000,3000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8759,"8759","LCD CONDOR P8 PRO",,,185,1,0,4,0,2,3100,2600,3000,3000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8760,"8760","LCD CONDOR P6 ",,,185,1,0,5,0,1,2500,2800,3000,3000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8761,"8761","LCD CONDOR P6 PRO",,,185,1,0,9,0,0,2700,2748.11969659392,3000,3000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8764,"8764","LCD CONDOR P4+",,,185,1,0,4,0,0,2000,2200,2400,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8765,"8765","LCD CONDOR G4+",,,185,1,0,2,0,0,2500,2233.33333333333,2900,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8766,"8766","DIG CONDOR T1",,,185,1,0,4,0,3,400,388,550,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8767,"8767","LCD CONDOR T1",,,185,1,0,2,0,0,900,1100,1100,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8769,"8769","DIG CONDOR T3",,,185,1,0,5,0,2,450,397.8125,650,,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8770,"8770","LCD CONDOR T3 SEUL",,,185,1,0,4,0,0,1100,1050,1300,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8771,"8771","DIG CONDOR T4",,,185,1,0,6,0,3,400,393.6171875,600,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8772,"8772","LCD CONDOR T4 SEUL",,,185,1,0,3,0,0,1500,1350,1600,1600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8773,"8773","DIG CONDOR T5",,,185,1,0,4,0,0,450,447.776789742865,600,600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8776,"8776","LCD CONDOR T6 SEUL",,,185,1,0,2,0,0,1600,1900,1900,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8777,"8777","LCD CONDOR T7",,,185,1,0,4,0,0,3100,3000,3500,3500,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8778,"8778","DIG CONDOR T8",,,185,1,0,2,0,3,550,502.142857142857,750,750,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8779,"8779","DIG CONDOR T8+",,,185,1,0,2,0,1,550,400,550,550,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8781,"8781","LCD CONDOR T8+",,,185,1,0,1,0,0,2300,1950,2200,2200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8782,"8782","DIG CONDOR T9",,,185,1,0,2,0,5,600,400,600,600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8783,"8783","LCD CONDOR T9",,,185,1,0,2,0,1,1900,2000,2200,2200,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8784,"8784","LCD DOOGEE X5 MAX",,,185,1,0,2,0,2,1700,1700,1800,1800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8785,"8785","LCD DOOGEE X50 SEUL",,,185,1,0,1,0,3,2200,1716.66666666667,1800,1800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8787,"8787","LCD DOOGEE X55 SEUL",,,185,1,0,1,0,2,2500,1800,2000,2000,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8788,"8788","DIG DOOGEE X6 X6S",,,185,1,0,5,0,0,550,358.333333333333,700,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8789,"8789","DIG DOOGEE X5",,,185,1,0,5,0,1,450,483.333333333333,650,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8790,"8790","DIG DOOGEE X10",,,185,1,0,4,0,4,500,450,650,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8792,"8792","LCD DOOGEE X20 SEUL",,,185,1,0,2,0,1,2200,1800,1800,1800,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8793,"8793","DIG STARLIGHT MADRID",,,185,1,0,4,0,2,550,600,700,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8794,"8794","LCD STARLIGHT MADRID ORG",,,185,1,0,2,0,0,2200,2200,3600,3600,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8795,"8795","DIG STARLIGHT STAR PLUS",,,185,1,0,8,0,0,500,429.741800691873,650,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8797,"8797","LCD STARLIGHT STAR PLUS ++",,,185,1,0,2,0,0,1800,1900,2250,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8798,"8798","DIG STARLIGHT SAFARI",,,185,1,0,3,0,1,600,450,750,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8799,"8799","LCD STARLIGHT SAFARI SEUL",,,185,1,0,2,0,0,2300,2100,2700,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
8800,"8800","DIG STARLIGHT UMI-G",,,185,1,0,2,0,2,600,400,750,0,0,0,1,0,0,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,0,0,,0,0,0,0,0,,,,,,"Vide",0,0,0,,,0,0,,,,"Vide","Vide",0,,,,,,,,
